task,model,proxy,target,rmse_significance,r2_significance,pearson_significance,spearman_significance,rmse_diff,r2_diff,pearson_diff,spearman_diff
auction_verification,nn,L2s,Lpl,1,-1,-1,-1,0.19347399008105917,-1.762786072952668,-0.5396755921690609,-0.6394268935675799
auction_verification,nn,Lpls,L1s,1,-1,-1,1,228.93733204177238,-0.3335827500007097,-0.12384070914825296,0.03796275096133811
auction_verification,nn,Lpls,L1,1,-1,-1,-1,688.6979661394528,-1.0452616274013053,-0.3807533936375,-0.07325443959237765
auction_verification,nn,Lpls,L2s,1,0,-1,1,6104864.168987062,0.18582569129496118,-0.3059179206526352,0.2754173913161139
auction_verification,nn,Lpls,L2,1,0,-1,1,6040256.162824567,-0.27900879491511177,-0.32135934459482546,0.13140837159840058
auction_verification,nn,Lpls,Lpl,1,-1,-1,-1,0.058316712306029306,-0.43081833160683963,-0.12844157714620197,-0.13541208101123803
auction_verification,nn,L1,L2,1,1,1,1,5316042.599024173,1.2414051836927689,0.13373881077851946,0.2045323985401003
auction_verification,nn,L1,Lpl,0,0,0,-1,0.0016851916440188686,-0.02135834253380664,-0.00712099482219275,-0.06223763896546042
auction_verification,nn,L2,L1,1,-1,-1,-1,506.0107302496199,-0.5548762379806453,-0.18389562787165847,-0.20473002567320053
auction_verification,nn,L2,Lpl,1,-1,-1,-1,0.16597703762136892,-1.4620552827808235,-0.25775839401242695,-0.2669172462265744
auction_verification,nn,Lpl,L1,1,-1,-1,1,191.14976335566053,-0.7777072017329297,-0.12414839946780076,0.06242332417490981
auction_verification,nn,Lpl,L2,0,-1,-1,1,1049788.8830932155,-0.6420649166136045,-0.06944675700662728,0.2671438399003724
auction_verification,bayreg,L1s,L1,1,-1,-1,-1,152.3442997082691,-16.187463176026988,-0.11367569010857831,-0.3900539073691397
auction_verification,bayreg,L1s,L2s,0,-1,1,1,-118839.34258837998,-213.60274371029516,0.3015679281111722,0.17162048936469956
auction_verification,bayreg,L1s,L2,0,-1,1,-1,140774.27962834388,-1094.5089200416448,0.2851425921571493,-0.09761622236701614
auction_verification,bayreg,L1s,Lpls,1,1,-1,-1,0.08212958826613198,8.297352994041916,-0.056535184762271484,-0.07046130556134361
auction_verification,bayreg,L1s,Lpl,1,-1,-1,-1,0.06276658600407098,-1.1044394078433284,-0.3074828969527127,-0.41057883357544045
auction_verification,bayreg,L2s,L1s,1,-1,-1,-1,541.581347840468,-24.70074696791373,-0.2609643139358247,-0.17208461616366832
auction_verification,bayreg,L2s,L1,1,-1,-1,-1,323.9380138572576,-53.40619487694378,-0.3334550069658385,-0.33817449260814525
auction_verification,bayreg,L2s,L2,0,-1,0,-1,45722.3328775391,-792.6328544787299,0.0018346932967912843,-0.045657538090818905
auction_verification,bayreg,L2s,Lpls,1,-1,-1,-1,0.40921771687141456,-10.609437508608538,-0.24104817000455803,-0.24218797902757133
auction_verification,bayreg,L2s,Lpl,1,-1,-1,-1,0.25681216092523695,-35.505458522833315,-0.4035886188272994,-0.3585825846765896
auction_verification,bayreg,Lpls,L1s,0,-1,-1,1,37.27593882357428,-61.572028101998406,-0.03201500578494654,0.07058198847611612
auction_verification,bayreg,Lpls,L1,1,-1,-1,-1,340.1155377158027,-189.28019124914306,-0.29361395435975385,-0.4941530190420388
auction_verification,bayreg,Lpls,L2s,0,-1,1,1,133897.96781966463,-53876.161249889345,0.13566153335524786,0.2425743213240823
auction_verification,bayreg,Lpls,L2,0,-1,1,-1,424349.3285958618,-84899.74959611581,0.052769879871976594,-0.2017362279821205
auction_verification,bayreg,Lpls,Lpl,1,-1,-1,-1,0.1099447585458565,-21.994748007108484,-0.43393530457601903,-0.5147614202434772
auction_verification,bayreg,L1,L2,0,0,1,1,-536816.1169077344,15.615728353715951,0.3082986388822154,0.24275647743025108
auction_verification,bayreg,L1,Lpl,1,1,-1,-1,0.08374300661817125,0.18203022966260718,-0.04350360802120723,-0.07028891779721158
auction_verification,bayreg,L2,L1,1,-1,-1,-1,645.9828923441969,-28.420533165721956,-0.320152174135877,-0.29437908009750413
auction_verification,bayreg,L2,Lpl,1,-1,-1,-1,0.3675963120047655,-37.46416816666498,-0.4040951739651466,-0.31509521895585585
auction_verification,bayreg,Lpl,L1,1,-1,1,1,95.15339341972094,-17.11382639980031,0.021074860698355957,0.02047565876429236
auction_verification,bayreg,Lpl,L2,0,-1,1,1,157698.59503908455,-1274.3426386121873,0.27579646882565473,0.3131461522747218
bng_echoMonths,lr,L1s,L1,1,-1,-1,-1,4.023402766776524,-786.5541815649831,-0.20558758979225727,-0.22400166717916972
bng_echoMonths,lr,L1s,L2s,0,-1,0,1,-0.4958535077983015,-96954.35644871903,0.0003269435310499051,0.0645914184683793
bng_echoMonths,lr,L1s,L2,1,-1,-1,-1,41.404152352832256,-155471.097672523,-0.14026188071173967,-0.2108463282082197
bng_echoMonths,lr,L1s,Lpls,1,1,-1,-1,0.002972687777045846,97.04402388123924,-0.04047431362399409,-0.03201585458423452
bng_echoMonths,lr,L1s,Lpl,1,-1,-1,-1,0.22039852144801608,-396.21997531325553,-0.24378294178707374,-0.22922017187155494
bng_echoMonths,lr,L2s,L1s,1,1,-1,-1,1.0662093382206308,270.0474639082923,-0.041856910729180616,-0.06459721255516106
bng_echoMonths,lr,L2s,L1,1,-1,-1,-1,1.8473886853411665,-5.352743828378877,-0.2812314394393185,-0.285618785605246
bng_echoMonths,lr,L2s,L2,1,-1,-1,-1,31.916341209624704,-158.23911742314704,-0.20654207836045052,-0.2726604837348619
bng_echoMonths,lr,L2s,Lpls,1,1,-1,-1,0.08729833771826978,239.0661487513334,-0.09753486568057076,-0.0966919811698105
bng_echoMonths,lr,L2s,Lpl,1,1,-1,-1,0.0843629871830176,2.38379519538338,-0.30757845334741235,-0.2910809131613151
bng_echoMonths,lr,Lpls,L1s,0,-1,1,1,-0.028477787629727302,-185.9975307799466,0.02580220818085932,0.03205295850812667
bng_echoMonths,lr,Lpls,L1,1,-1,-1,-1,4.152539397271959,-1066.8335464062725,-0.26344468053330894,-0.25292389210569854
bng_echoMonths,lr,Lpls,L2s,0,-1,0,1,-0.47928229877786066,-203333.4490443592,-0.006314435131919987,0.09653898408301165
bng_echoMonths,lr,Lpls,L2,1,-1,-1,-1,41.543708880956956,-254621.6055645102,-0.2139762647254946,-0.24000016925699
bng_echoMonths,lr,Lpls,Lpl,1,-1,-1,-1,0.22858785325829656,-544.3286976174617,-0.2864766389253321,-0.2583666359321594
bng_echoMonths,lr,L1,L2,1,-1,0,1,5.784751345890413,-19.247011576438297,0.0012687095626620348,0.013146432799673341
bng_echoMonths,lr,L1,Lpl,1,1,0,0,0.008094309668449706,1.9509001609334913,-0.004356872210119267,-0.005333004328161306
bng_echoMonths,lr,L2,L1,1,-1,0,-1,0.4704723068925487,-5.882673349608755,-0.007244702671893949,-0.013131738554722272
bng_echoMonths,lr,L2,Lpl,1,-1,-1,-1,0.05186263522640572,-11.091747580449429,-0.01752715149187456,-0.018436949794933433
bng_echoMonths,lr,Lpl,L1,1,-1,0,0,0.1203107063163511,-8.20988879211533,0.0010341904663552226,0.005331496873890618
bng_echoMonths,lr,Lpl,L2,1,-1,0,1,12.782801671315099,-79.90398945335608,-0.0013434242798216756,0.018462064031948444
bng_echoMonths,xgboost,L1s,L1,1,-1,-1,-1,4.351377904581019,-4078.6882328291385,-0.2594134856961579,-0.3322665417144179
bng_echoMonths,xgboost,L1s,L2s,0,-1,1,0,-0.3259292213669198,-948290.4589875607,0.06264859398961074,0.03180504622978528
bng_echoMonths,xgboost,L1s,L2,1,-1,-1,-1,39.07168068959194,-982482.8787222188,-0.05985186983636594,-0.25512560546648616
bng_echoMonths,xgboost,L1s,Lpls,0,0,0,0,0.0011659046882244173,628.2684096108167,0.0033517421629141522,-0.0024925677039363547
bng_echoMonths,xgboost,L1s,Lpl,1,-1,-1,-1,0.24518355134277353,-2136.2240244080735,-0.3463466492266542,-0.3530687580384873
bng_echoMonths,xgboost,L2s,L1s,1,1,-1,0,0.8920444612182425,2823.5026098128055,-0.08429335765562404,-0.031863255857669734
bng_echoMonths,xgboost,L2s,L1,1,-1,-1,-1,1.7143911524054314,-158.11473558933707,-0.28854392553963,-0.2942690307957869
bng_echoMonths,xgboost,L2s,L2,1,-1,-1,-1,30.191249204583755,-627.2163413975936,-0.07862567604828051,-0.2170057830734594
bng_echoMonths,xgboost,L2s,Lpls,1,1,-1,0,0.07368050389106451,2103.8280090296903,-0.08280913205322471,-0.03447806618574562
bng_echoMonths,xgboost,L2s,Lpl,1,-1,-1,-1,0.07582548251564986,-73.17693469464577,-0.3717157306667309,-0.3149709602229834
bng_echoMonths,xgboost,Lpls,L1s,0,0,0,0,-0.008748406174083456,-1207.602252827443,-0.0080177714920137,0.0025949179635098435
bng_echoMonths,xgboost,Lpls,L1,1,-1,-1,-1,4.339986769210002,-6850.744754252338,-0.2923199421043247,-0.34991472568280374
bng_echoMonths,xgboost,Lpls,L2s,0,-1,1,0,-0.31872351042866853,-6421253.881543733,0.04586149042502591,0.03441368491711787
bng_echoMonths,xgboost,Lpls,L2,1,-1,-1,-1,39.06002521792294,-7331948.156315659,-0.084690539240064,-0.2726996760233376
bng_echoMonths,xgboost,Lpls,Lpl,1,-1,-1,-1,0.24425330868303807,-3575.774121781179,-0.364206821192391,-0.3705281369861678
bng_echoMonths,xgboost,L1,L2,0,1,1,1,3.0880141401715377,396.4438825310716,0.09748907500452082,0.07716795361054868
bng_echoMonths,xgboost,L1,Lpl,1,0,-1,-1,0.01090089240760167,0.07696901610780493,-0.02944496953297615,-0.02072504994186225
bng_echoMonths,xgboost,L2,L1,1,-1,-1,-1,0.7035547482415128,-371.3891292801903,-0.1573906957619958,-0.07721509121162173
bng_echoMonths,xgboost,L2,Lpl,1,-1,-1,-1,0.06833566616507852,-539.3114535854812,-0.20793763488517245,-0.09787660415043267
bng_echoMonths,xgboost,Lpl,L1,0,0,1,1,0.010518798206599733,-4.038079568108882,0.042315018299001805,0.020705746943553982
bng_echoMonths,xgboost,Lpl,L2,1,1,1,1,7.54613539915195,361.27448463598614,0.15604300868913273,0.09787877841794235
